order_id,user_id,order_date,product_id,product_name,category,quantity,price
ORD-2878,U055,2026-02-06,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2878,U055,2026-02-06,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-2878,U055,2026-02-06,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2833,U054,2026-02-06,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2833,U054,2026-02-06,P007,Coca Cola 2L,beverage,2,2.5
ORD-2833,U054,2026-02-06,P001,Amul Milk 1L,dairy,2,1.5
ORD-3922,U087,2026-02-06,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3922,U087,2026-02-06,P007,Coca Cola 2L,beverage,2,2.5
ORD-4122,U094,2026-02-06,P001,Amul Milk 1L,dairy,1,1.5
ORD-4230,U097,2026-02-06,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-2289,U038,2026-02-06,P009,Apples 1kg,produce,2,3.0
ORD-4321,U100,2026-02-06,P006,Lays Classic Chips,snacks,2,1.0
ORD-3179,U063,2026-02-06,P006,Lays Classic Chips,snacks,1,1.0
ORD-2289,U038,2026-02-06,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3535,U074,2026-02-06,P006,Lays Classic Chips,snacks,2,1.0
ORD-2617,U048,2026-02-06,P001,Amul Milk 1L,dairy,2,1.5
ORD-1515,U016,2026-02-06,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1515,U016,2026-02-06,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-1515,U016,2026-02-06,P001,Amul Milk 1L,dairy,1,1.5
ORD-2097,U033,2026-02-06,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1375,U012,2026-02-07,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2788,U053,2026-02-07,P001,Amul Milk 1L,dairy,1,1.5
ORD-2572,U047,2026-02-07,P009,Apples 1kg,produce,1,3.0
ORD-2572,U047,2026-02-07,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1375,U012,2026-02-07,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2716,U051,2026-02-07,P001,Amul Milk 1L,dairy,1,1.5
ORD-2788,U053,2026-02-07,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2788,U053,2026-02-07,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3454,U072,2026-02-07,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3304,U067,2026-02-07,P007,Coca Cola 2L,beverage,2,2.5
ORD-3265,U066,2026-02-07,P001,Amul Milk 1L,dairy,2,1.5
ORD-3265,U066,2026-02-07,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2744,U052,2026-02-07,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2744,U052,2026-02-07,P009,Apples 1kg,produce,1,3.0
ORD-2716,U051,2026-02-07,P006,Lays Classic Chips,snacks,2,1.0
ORD-2744,U052,2026-02-07,P001,Amul Milk 1L,dairy,1,1.5
ORD-3498,U073,2026-02-07,P001,Amul Milk 1L,dairy,2,1.5
ORD-3498,U073,2026-02-07,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2744,U052,2026-02-07,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-4066,U092,2026-02-07,P009,Apples 1kg,produce,1,3.0
ORD-4066,U092,2026-02-07,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2788,U053,2026-02-07,P009,Apples 1kg,produce,1,3.0
ORD-3498,U073,2026-02-07,P009,Apples 1kg,produce,2,3.0
ORD-4298,U099,2026-02-07,P007,Coca Cola 2L,beverage,1,2.5
ORD-1628,U019,2026-02-07,P009,Apples 1kg,produce,2,3.0
ORD-1628,U019,2026-02-07,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3381,U070,2026-02-07,P007,Coca Cola 2L,beverage,1,2.5
ORD-1072,U003,2026-02-07,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2922,U056,2026-02-07,P009,Apples 1kg,produce,1,3.0
ORD-2922,U056,2026-02-07,P010,Olive Oil 500ml,pantry,2,8.0
ORD-2922,U056,2026-02-07,P001,Amul Milk 1L,dairy,2,1.5
ORD-4261,U098,2026-02-07,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3139,U062,2026-02-07,P009,Apples 1kg,produce,2,3.0
ORD-3139,U062,2026-02-07,P006,Lays Classic Chips,snacks,2,1.0
ORD-3139,U062,2026-02-07,P001,Amul Milk 1L,dairy,1,1.5
ORD-3139,U062,2026-02-07,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3199,U064,2026-02-07,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-3199,U064,2026-02-07,P007,Coca Cola 2L,beverage,2,2.5
ORD-3871,U085,2026-02-07,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-3871,U085,2026-02-07,P009,Apples 1kg,produce,2,3.0
ORD-3871,U085,2026-02-07,P001,Amul Milk 1L,dairy,2,1.5
ORD-3454,U072,2026-02-07,P001,Amul Milk 1L,dairy,1,1.5
ORD-1458,U014,2026-02-07,P001,Amul Milk 1L,dairy,2,1.5
ORD-2513,U045,2026-02-07,P009,Apples 1kg,produce,2,3.0
ORD-1458,U014,2026-02-07,P009,Apples 1kg,produce,1,3.0
ORD-1628,U019,2026-02-07,P001,Amul Milk 1L,dairy,1,1.5
ORD-1458,U014,2026-02-07,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-4261,U098,2026-02-07,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1458,U014,2026-02-07,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-3454,U072,2026-02-07,P009,Apples 1kg,produce,1,3.0
ORD-2360,U041,2026-02-08,P010,Olive Oil 500ml,pantry,1,8.0
ORD-2142,U034,2026-02-08,P001,Amul Milk 1L,dairy,2,1.5
ORD-2142,U034,2026-02-08,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3332,U068,2026-02-08,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3332,U068,2026-02-08,P001,Amul Milk 1L,dairy,1,1.5
ORD-3332,U068,2026-02-08,P009,Apples 1kg,produce,1,3.0
ORD-1808,U025,2026-02-08,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2676,U050,2026-02-08,P001,Amul Milk 1L,dairy,2,1.5
ORD-2676,U050,2026-02-08,P009,Apples 1kg,produce,2,3.0
ORD-1808,U025,2026-02-08,P001,Amul Milk 1L,dairy,1,1.5
ORD-1808,U025,2026-02-08,P009,Apples 1kg,produce,2,3.0
ORD-2676,U050,2026-02-08,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2360,U041,2026-02-08,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2360,U041,2026-02-08,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-2142,U034,2026-02-08,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2360,U041,2026-02-08,P001,Amul Milk 1L,dairy,2,1.5
ORD-3790,U081,2026-02-08,P002,Whole Wheat Bread,pantry,2,2.0
ORD-4023,U091,2026-02-08,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3790,U081,2026-02-08,P001,Amul Milk 1L,dairy,2,1.5
ORD-3563,U075,2026-02-08,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3563,U075,2026-02-08,P001,Amul Milk 1L,dairy,1,1.5
ORD-3563,U075,2026-02-08,P007,Coca Cola 2L,beverage,2,2.5
ORD-3563,U075,2026-02-08,P009,Apples 1kg,produce,2,3.0
ORD-2469,U044,2026-02-08,P001,Amul Milk 1L,dairy,1,1.5
ORD-2469,U044,2026-02-08,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-2469,U044,2026-02-08,P009,Apples 1kg,produce,2,3.0
ORD-1274,U009,2026-02-08,P001,Amul Milk 1L,dairy,2,1.5
ORD-3944,U088,2026-02-08,P006,Lays Classic Chips,snacks,1,1.0
ORD-3965,U089,2026-02-08,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3965,U089,2026-02-08,P001,Amul Milk 1L,dairy,1,1.5
ORD-3965,U089,2026-02-08,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3944,U088,2026-02-08,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-3367,U069,2026-02-08,P010,Olive Oil 500ml,pantry,2,8.0
ORD-1230,U008,2026-02-08,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1230,U008,2026-02-08,P001,Amul Milk 1L,dairy,1,1.5
ORD-4023,U091,2026-02-08,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1274,U009,2026-02-08,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3367,U069,2026-02-08,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-1274,U009,2026-02-08,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1418,U013,2026-02-09,P009,Apples 1kg,produce,1,3.0
ORD-1418,U013,2026-02-09,P010,Olive Oil 500ml,pantry,2,8.0
ORD-2041,U031,2026-02-09,P001,Amul Milk 1L,dairy,1,1.5
ORD-2041,U031,2026-02-09,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-4123,U094,2026-02-09,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2834,U054,2026-02-09,P009,Apples 1kg,produce,1,3.0
ORD-2185,U035,2026-02-09,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2185,U035,2026-02-09,P001,Amul Milk 1L,dairy,1,1.5
ORD-2185,U035,2026-02-09,P009,Apples 1kg,produce,1,3.0
ORD-4123,U094,2026-02-09,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2834,U054,2026-02-09,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2230,U036,2026-02-09,P001,Amul Milk 1L,dairy,1,1.5
ORD-2041,U031,2026-02-09,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3037,U059,2026-02-09,P001,Amul Milk 1L,dairy,2,1.5
ORD-1560,U017,2026-02-09,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1560,U017,2026-02-09,P001,Amul Milk 1L,dairy,2,1.5
ORD-1560,U017,2026-02-09,P009,Apples 1kg,produce,2,3.0
ORD-1953,U029,2026-02-09,P009,Apples 1kg,produce,2,3.0
ORD-1953,U029,2026-02-09,P006,Lays Classic Chips,snacks,2,1.0
ORD-1953,U029,2026-02-09,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-1997,U030,2026-02-09,P009,Apples 1kg,produce,2,3.0
ORD-1997,U030,2026-02-09,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2968,U057,2026-02-09,P009,Apples 1kg,produce,2,3.0
ORD-2968,U057,2026-02-09,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3072,U060,2026-02-09,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-2230,U036,2026-02-09,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1418,U013,2026-02-09,P001,Amul Milk 1L,dairy,2,1.5
ORD-3037,U059,2026-02-09,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1997,U030,2026-02-09,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1718,U021,2026-02-09,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-1718,U021,2026-02-09,P009,Apples 1kg,produce,1,3.0
ORD-1718,U021,2026-02-09,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1853,U026,2026-02-09,P009,Apples 1kg,produce,1,3.0
ORD-1853,U026,2026-02-09,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-1675,U020,2026-02-09,P001,Amul Milk 1L,dairy,2,1.5
ORD-1675,U020,2026-02-09,P009,Apples 1kg,produce,2,3.0
ORD-1675,U020,2026-02-09,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3411,U071,2026-02-09,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1318,U010,2026-02-09,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3411,U071,2026-02-09,P001,Amul Milk 1L,dairy,2,1.5
ORD-1318,U010,2026-02-09,P001,Amul Milk 1L,dairy,1,1.5
ORD-1318,U010,2026-02-09,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1908,U028,2026-02-09,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3072,U060,2026-02-09,P010,Olive Oil 500ml,pantry,1,8.0
ORD-3221,U065,2026-02-09,P009,Apples 1kg,produce,1,3.0
ORD-3221,U065,2026-02-09,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3221,U065,2026-02-09,P001,Amul Milk 1L,dairy,2,1.5
ORD-1853,U026,2026-02-09,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3072,U060,2026-02-09,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2290,U038,2026-02-10,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3607,U076,2026-02-10,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3607,U076,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-1144,U006,2026-02-10,P009,Apples 1kg,produce,1,3.0
ORD-3872,U085,2026-02-10,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3872,U085,2026-02-10,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2550,U046,2026-02-10,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-2550,U046,2026-02-10,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-1786,U024,2026-02-10,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-1887,U027,2026-02-10,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-2290,U038,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-1144,U006,2026-02-10,P001,Amul Milk 1L,dairy,2,1.5
ORD-1187,U007,2026-02-10,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-1187,U007,2026-02-10,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1144,U006,2026-02-10,P007,Coca Cola 2L,beverage,2,2.5
ORD-1187,U007,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-1187,U007,2026-02-10,P001,Amul Milk 1L,dairy,1,1.5
ORD-4191,U096,2026-02-10,P001,Amul Milk 1L,dairy,1,1.5
ORD-4191,U096,2026-02-10,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1887,U027,2026-02-10,P010,Olive Oil 500ml,pantry,1,8.0
ORD-1354,U011,2026-02-10,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-3455,U072,2026-02-10,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2404,U042,2026-02-10,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2404,U042,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-2404,U042,2026-02-10,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1786,U024,2026-02-10,P010,Olive Oil 500ml,pantry,1,8.0
ORD-3700,U079,2026-02-10,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3700,U079,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-3700,U079,2026-02-10,P001,Amul Milk 1L,dairy,2,1.5
ORD-1354,U011,2026-02-10,P010,Olive Oil 500ml,pantry,1,8.0
ORD-1786,U024,2026-02-10,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-2290,U038,2026-02-10,P001,Amul Milk 1L,dairy,1,1.5
ORD-3094,U061,2026-02-10,P010,Olive Oil 500ml,pantry,2,8.0
ORD-3094,U061,2026-02-10,P001,Amul Milk 1L,dairy,1,1.5
ORD-3455,U072,2026-02-10,P010,Olive Oil 500ml,pantry,2,8.0
ORD-3837,U083,2026-02-10,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-3094,U061,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-3825,U082,2026-02-10,P010,Olive Oil 500ml,pantry,2,8.0
ORD-2655,U049,2026-02-10,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2655,U049,2026-02-10,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-1012,U001,2026-02-10,P001,Amul Milk 1L,dairy,2,1.5
ORD-3837,U083,2026-02-10,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-2923,U056,2026-02-10,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2923,U056,2026-02-10,P006,Lays Classic Chips,snacks,2,1.0
ORD-2923,U056,2026-02-10,P001,Amul Milk 1L,dairy,1,1.5
ORD-1516,U016,2026-02-10,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-1516,U016,2026-02-10,P001,Amul Milk 1L,dairy,2,1.5
ORD-1516,U016,2026-02-10,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1887,U027,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-2923,U056,2026-02-10,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1012,U001,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-3455,U072,2026-02-10,P009,Apples 1kg,produce,2,3.0
ORD-2745,U052,2026-02-10,P009,Apples 1kg,produce,1,3.0
ORD-1494,U015,2026-02-10,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-2745,U052,2026-02-10,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2745,U052,2026-02-10,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-1050,U002,2026-02-10,P001,Amul Milk 1L,dairy,2,1.5
ORD-2745,U052,2026-02-10,P006,Lays Classic Chips,snacks,2,1.0
ORD-2879,U055,2026-02-10,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1050,U002,2026-02-10,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-2879,U055,2026-02-10,P009,Apples 1kg,produce,1,3.0
ORD-3745,U080,2026-02-10,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1494,U015,2026-02-10,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-1376,U012,2026-02-11,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2470,U044,2026-02-11,P001,Amul Milk 1L,dairy,1,1.5
ORD-1376,U012,2026-02-11,P001,Amul Milk 1L,dairy,2,1.5
ORD-2470,U044,2026-02-11,P009,Apples 1kg,produce,2,3.0
ORD-1459,U014,2026-02-11,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2677,U050,2026-02-11,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1459,U014,2026-02-11,P001,Amul Milk 1L,dairy,2,1.5
ORD-1459,U014,2026-02-11,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-1376,U012,2026-02-11,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1376,U012,2026-02-11,P009,Apples 1kg,produce,1,3.0
ORD-2339,U040,2026-02-11,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-2267,U037,2026-02-11,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-2470,U044,2026-02-11,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2677,U050,2026-02-11,P001,Amul Milk 1L,dairy,2,1.5
ORD-2677,U050,2026-02-11,P009,Apples 1kg,produce,1,3.0
ORD-2075,U032,2026-02-11,P010,Olive Oil 500ml,pantry,1,8.0
ORD-2075,U032,2026-02-11,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-4067,U092,2026-02-11,P001,Amul Milk 1L,dairy,1,1.5
ORD-4067,U092,2026-02-11,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2339,U040,2026-02-11,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-2677,U050,2026-02-11,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2339,U040,2026-02-11,P010,Olive Oil 500ml,pantry,2,8.0
ORD-2267,U037,2026-02-11,P010,Olive Oil 500ml,pantry,1,8.0
ORD-1629,U019,2026-02-11,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2098,U033,2026-02-11,P009,Apples 1kg,produce,1,3.0
ORD-1629,U019,2026-02-11,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1629,U019,2026-02-11,P001,Amul Milk 1L,dairy,2,1.5
ORD-2573,U047,2026-02-11,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2618,U048,2026-02-11,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2573,U047,2026-02-11,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2573,U047,2026-02-11,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1073,U003,2026-02-11,P001,Amul Milk 1L,dairy,1,1.5
ORD-4001,U090,2026-02-11,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-2573,U047,2026-02-11,P001,Amul Milk 1L,dairy,1,1.5
ORD-1073,U003,2026-02-11,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1073,U003,2026-02-11,P009,Apples 1kg,produce,2,3.0
ORD-4001,U090,2026-02-11,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-2098,U033,2026-02-11,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2618,U048,2026-02-11,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1753,U022,2026-02-12,P009,Apples 1kg,produce,2,3.0
ORD-1809,U025,2026-02-12,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3266,U066,2026-02-12,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3266,U066,2026-02-12,P009,Apples 1kg,produce,1,3.0
ORD-3266,U066,2026-02-12,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1121,U005,2026-02-12,P010,Olive Oil 500ml,pantry,2,8.0
ORD-1809,U025,2026-02-12,P009,Apples 1kg,produce,2,3.0
ORD-3222,U065,2026-02-12,P001,Amul Milk 1L,dairy,2,1.5
ORD-3564,U075,2026-02-12,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3499,U073,2026-02-12,P009,Apples 1kg,produce,1,3.0
ORD-3499,U073,2026-02-12,P001,Amul Milk 1L,dairy,1,1.5
ORD-2789,U053,2026-02-12,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2789,U053,2026-02-12,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1909,U028,2026-02-12,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1561,U017,2026-02-12,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3564,U075,2026-02-12,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1954,U029,2026-02-12,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3140,U062,2026-02-12,P009,Apples 1kg,produce,1,3.0
ORD-3140,U062,2026-02-12,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3140,U062,2026-02-12,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-3564,U075,2026-02-12,P001,Amul Milk 1L,dairy,2,1.5
ORD-1954,U029,2026-02-12,P006,Lays Classic Chips,snacks,1,1.0
ORD-1121,U005,2026-02-12,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-1909,U028,2026-02-12,P001,Amul Milk 1L,dairy,1,1.5
ORD-1753,U022,2026-02-12,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-1954,U029,2026-02-12,P001,Amul Milk 1L,dairy,1,1.5
ORD-4124,U094,2026-02-12,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-1121,U005,2026-02-12,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-2835,U054,2026-02-12,P009,Apples 1kg,produce,2,3.0
ORD-4024,U091,2026-02-12,P001,Amul Milk 1L,dairy,1,1.5
ORD-4024,U091,2026-02-12,P002,Whole Wheat Bread,pantry,2,2.0
ORD-4262,U098,2026-02-12,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-4024,U091,2026-02-12,P009,Apples 1kg,produce,2,3.0
ORD-4024,U091,2026-02-12,P006,Lays Classic Chips,snacks,2,1.0
ORD-2042,U031,2026-02-12,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1719,U021,2026-02-12,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1121,U005,2026-02-12,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-4124,U094,2026-02-12,P009,Apples 1kg,produce,1,3.0
ORD-2361,U041,2026-02-12,P009,Apples 1kg,produce,2,3.0
ORD-3222,U065,2026-02-12,P006,Lays Classic Chips,snacks,1,1.0
ORD-4124,U094,2026-02-12,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2514,U045,2026-02-12,P007,Coca Cola 2L,beverage,2,2.5
ORD-1719,U021,2026-02-12,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-4262,U098,2026-02-12,P001,Amul Milk 1L,dairy,2,1.5
ORD-2361,U041,2026-02-12,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2514,U045,2026-02-12,P001,Amul Milk 1L,dairy,1,1.5
ORD-2514,U045,2026-02-12,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-4262,U098,2026-02-12,P006,Lays Classic Chips,snacks,2,1.0
ORD-2042,U031,2026-02-12,P009,Apples 1kg,produce,2,3.0
ORD-3222,U065,2026-02-12,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2361,U041,2026-02-12,P001,Amul Milk 1L,dairy,2,1.5
ORD-1719,U021,2026-02-12,P009,Apples 1kg,produce,1,3.0
ORD-2835,U054,2026-02-12,P007,Coca Cola 2L,beverage,1,2.5
ORD-3382,U070,2026-02-13,P006,Lays Classic Chips,snacks,1,1.0
ORD-2326,U039,2026-02-13,P001,Amul Milk 1L,dairy,2,1.5
ORD-2326,U039,2026-02-13,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-4299,U099,2026-02-13,P007,Coca Cola 2L,beverage,2,2.5
ORD-2440,U043,2026-02-13,P007,Coca Cola 2L,beverage,2,2.5
ORD-3333,U068,2026-02-13,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2326,U039,2026-02-13,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3791,U081,2026-02-13,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1319,U010,2026-02-13,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1231,U008,2026-02-13,P007,Coca Cola 2L,beverage,2,2.5
ORD-3671,U078,2026-02-13,P006,Lays Classic Chips,snacks,1,1.0
ORD-1231,U008,2026-02-13,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1231,U008,2026-02-13,P001,Amul Milk 1L,dairy,2,1.5
ORD-1601,U018,2026-02-13,P007,Coca Cola 2L,beverage,1,2.5
ORD-2924,U056,2026-02-13,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2924,U056,2026-02-13,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2924,U056,2026-02-13,P009,Apples 1kg,produce,1,3.0
ORD-2924,U056,2026-02-13,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-3333,U068,2026-02-13,P001,Amul Milk 1L,dairy,2,1.5
ORD-3180,U063,2026-02-13,P007,Coca Cola 2L,beverage,2,2.5
ORD-3671,U078,2026-02-13,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-1013,U001,2026-02-13,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-1013,U001,2026-02-13,P009,Apples 1kg,produce,2,3.0
ORD-1013,U001,2026-02-13,P002,Whole Wheat Bread,pantry,1,2.0
ORD-4322,U100,2026-02-13,P006,Lays Classic Chips,snacks,2,1.0
ORD-1319,U010,2026-02-13,P001,Amul Milk 1L,dairy,1,1.5
ORD-3791,U081,2026-02-13,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3791,U081,2026-02-13,P009,Apples 1kg,produce,2,3.0
ORD-1319,U010,2026-02-13,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1188,U007,2026-02-13,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2969,U057,2026-02-13,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2880,U055,2026-02-13,P002,Whole Wheat Bread,pantry,1,2.0
